canonical_sku,w,h,d,keyword,source,raw_desc
VS30,30,34.5,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Sink Base Cabinet - 30""W x 34 1/2""H x 21""D"
VS33,33,34.5,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Sink Base Cabinet - 33""W x 34 1/2""H x 21""D"
VS36,36,34.5,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Sink Base Cabinet - 36""W x 34 1/2""H x 21""D"
VSD36,36,34.5,21,VANITY,LOVE_MILESTONE,"Double Dove White - Vanity Sink Drawer Base Cabinet - 36""W x 34 1/2""H x 21""D - 2 DRW, 2D"
VSD42,42,34.5,21,VANITY,LOVE_MILESTONE,"Double Dove White - Vanity Sink Drawer Base Cabinet - 42""W x 34 1/2""H x 21""D - 2 DRW, 2D"
VSD48,48,34.5,21,VANITY,LOVE_MILESTONE,"Double Dove White - Vanity Sink Drawer Base Cabinet - 48""W x 34 1/2""H x 21""D - 2 DRW, 2D"
3VDB12,12,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Drawer Base Cabinet - 12""W x 34 1/2""H x 21""D - 3 DRW"
3VDB15,15,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Drawer Base Cabinet - 15""W x 34 1/2""H x 21""D - 3 DRW"
3VDB18,18,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Drawer Base Cabinet - 18""W x 34 1/2""H x 21""D - 3 DRW"
3VDB21,21,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Drawer Base Cabinet - 21""W x 34 1/2""H x 21""D - 3 DRW"
3VDB24,24,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Drawer Base Cabinet - 24""W x 34 1/2""H x 21""D - 3 DRW"
V3621DL,36,,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Sink Base - 36""W x 34 1/2"" x 21""D - 1D, 3 Left DRW"
V3621DR,36,,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Sink Base - 36""W x 34 1/2"" x 21""D - 1D, 3 Right DRW"
V3021DL,30,,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Sink Base - 30""W x 34 1/2"" x 21""D - 1D, 3 Left DRW"
V3021DR,30,,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Sink Base - 30""W x 34 1/2"" x 21""D - 1D, 3 Right DRW"
V3321DL,33,,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Sink Base - 33""W x 34 1/2"" x 21""D - 1D, 3 Left DRW"
V3321DR,33,,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Double Dove White - Vanity Sink Base - 33""W x 34 1/2"" x 21""D - 1D, 3 Right DRW"
BDEP,23.5,29,,BASE,LOVE_MILESTONE,"Double Dove White - Base Decorative Door Panel - 23 1/2""W x 29""H"
F342,3,42,0.75,WALL,LOVE_MILESTONE,"Double Dove White - Wall Filler - 3""W x 42""H x 3/4""D"
F396,3,96,0.75,FILLER,LOVE_MILESTONE,"Double Dove White - Tall Filler - 3""W x 96""H x 3/4""D"
F642,6,42,0.75,WALL,LOVE_MILESTONE,"Double Dove White - Wall Filler - 6""W x 42""H x 3/4""D"
F696,6,96,0.75,FILLER,LOVE_MILESTONE,"Double Dove White - Tall Filler - 6""W x 96""H x 3/4""D"
BSV,23.25,34.5,0.25,BASE,LOVE_MILESTONE,"Double Dove White - Base Skin Veneer Panel - 23 1/4""W x 34 1/2""H x 1/4""D"
DCSF42,26.25,30,,SINK_BASE,LOVE_MILESTONE,"Double Dove White - Corner Sink Base Front - 26-1/4""W x 30""H - for use with SBF4242"
DWR3,3,34.5,0.5,FILLER,LOVE_MILESTONE,"Double Dove White - Dishwasher Return Panel w/3""W Filler - 24""W X 34-1/2""H X 1/2""D"
FPV4296,96,42,0.25,PANEL,LOVE_MILESTONE,"Double Dove White - Finished Plywood Panel - 96""W x 42""H x 1/4""D"
REPV2496,24,96,1.5,REFRIGERATOR,LOVE_MILESTONE,"Double Dove White - Refrigerator End Panel Veneer - 24""W x 96""H x1 1/2""D"
REPV2796,27,96,1.5,REFRIGERATOR,LOVE_MILESTONE,"Double Dove White - Refrigerator End Panel Veneer - 27""W x 96""H x1 1/2""D"
TDEP2484,23.5,78.5,,PANEL,LOVE_MILESTONE,"Double Dove White - Tall Decorative Door Panel - 23 1/2"" W x 78 1/2""H"
TDEP2490,23.5,84.5,,PANEL,LOVE_MILESTONE,"Double Dove White - Tall Decorative Door Panel - 23 1/2"" W x 84 1/2""H"
TDEP2496,23.5,450.5,,PANEL,LOVE_MILESTONE,"Double Dove White - Tall Decorative Door Panel - 23 1/2"" W x 901/2""H"
USV2496,23.25,96,0.25,PANEL,LOVE_MILESTONE,"Double Dove White - Tall Skin Veneer Panel - 23 1/4"" W x 96""H x 1/4""D"
VDEP,20.5,29,,VANITY,LOVE_MILESTONE,"Double Dove White - Vanity Decorative Door Panel - 20 1/2""W x 29""H"
WDEP30,11.5,29,,WALL,LOVE_MILESTONE,"Double Dove White - Wall Decorative Door Panel - 11 1/2""W x 29""H"
WDEP36,11.5,35,,WALL,LOVE_MILESTONE,"Double Dove White - Wall Decorative Door Panel - 11 1/2""W x 35""H"
WDEP42,11.5,41,,WALL,LOVE_MILESTONE,"Double Dove White - Wall Decorative Door Panel - 11 1/2""W x 41""H"
WSV30,15,30,0.25,WALL,LOVE_MILESTONE,"Double Dove White - Wall Skin Panel - 15""W x 30""H x 1/4""D"
WSV36,15,36,0.25,WALL,LOVE_MILESTONE,"Double Dove White - Wall Skin Panel - 15""W x 36""H x 1/4""D"
WSV42,15,42,0.25,WALL,LOVE_MILESTONE,"Double Dove White - Wall Skin Panel - 15""W x 42""H x 1/4""D"
S2496,24,96,0.75,SHELF,LOVE_MILESTONE,"Double Dove White - Shelf Board - 24""W x 96""H X 3/4""D"
SBF4242,42,42,23.25,CORNER,LOVE_MILESTONE,"Double Dove White - Corner Sink Front Floor - 42""W x 42""H x 23-1/4""D - for use with DCSF42"
ACM8,96,1.875,1.875,CROWN,LOVE_MILESTONE,"Double Dove White - Angle Crown Moulding - 96""W x 1 7/8""H x 1 7/8""D"
ALRM8,,1.5625,2.25,MOLDING,LOVE_MILESTONE,"Double Dove White - Angle Light Trail Molding - 96'W x 1 9/16""H x 2 1/4""D"
BAM,96,0.75,0.25,MOULDING,LOVE_MILESTONE,"Double Dove White - Batten Moulding - 96""W x 3/4""H x 1/4""D"
BCM8(DCM),,,0.6875,CROWN,LOVE_MILESTONE,"Double Dove White - Decorative Crown Moulding - 96'W x 4 3/8'H x 11/16""D"
CM8,96,2.75,0.625,CROWN,LOVE_MILESTONE,"Double Dove White - Crown Moulding - 96""W x 2 3/4""H x 5/8""D"
COV,96,3.625,2.5,CROWN,LOVE_MILESTONE,"Double Dove White - Cove Crown Moulding - 96""W x 3 5/8""H x 2 1/2""D"
FBM,,4.625,0.75,BASE,LOVE_MILESTONE,"Double Dove White - Furniture Base MOULDING - 96'W x 4 5/8""H x 3/4""D"
OCM8,,,0.75,CORNER,LOVE_MILESTONE,"Double Dove White - Outside Corner Moulding - 96'W x 3/4'H x 3/4""D"
RCM4S(LCM),,,0.875,CROWN,LOVE_MILESTONE,"Double Dove White - Inset Crown Moulding - 96'W x 4 3/16'H x 7/8""D"
LRM8,,1.5625,2.25,MOULDING,LOVE_MILESTONE,"Double Dove White - Light Rail Moulding - 96'W x 1 9/16""H x 2 1/4""D"
SHM,96,0.6875,0.7333333333333333,MOULDING,LOVE_MILESTONE,"Double Dove White - Shoe Moulding - 96""W x 11/16""H x 11/15""D"
SM8(SCR),96,0.25,0.625,MOULDING,LOVE_MILESTONE,"Double Dove White - Scribe Moulding - 96""W x 1/4""H x 5/8""D"
CB9,2,9,9,,LOVE_MILESTONE,"Double Dove White - Corbel - 2""W x 9""H x 9""D"
CBT,3,12.75,6,,LOVE_MILESTONE,"Double Dove White - Corbel - 3""W x 12 3/4""H x 6""D"
CLDL,3,34.5,3,,LOVE_MILESTONE,"Double Dove White - Classic Decorative Leg - 3""W x 34 1/2""H x 3""D"
FLDL,3,34.5,3,,LOVE_MILESTONE,"Double Dove White - Fluted Decorative Leg - 3""W x 34 1/2""H x 3""D"
FS24,24,2.0625,12,SHELF,LOVE_MILESTONE,"Double Dove White - Floating Shelf-24""W x 2-1/16""H x 12""D"
FS30,30,2.0625,12,SHELF,LOVE_MILESTONE,"Double Dove White - Floating Shelf-30""W x 2-1/16""H x 12""D"
FS36,36,2.0625,12,SHELF,LOVE_MILESTONE,"Double Dove White - Floating Shelf-36""W x 2-1/16""H x 12""D"
VA30,30,6,0.75,,LOVE_MILESTONE,"Double Dove White - Arched Valance - 30""W x 6""H x 3/4""D"
VA36,36,6,0.75,,LOVE_MILESTONE,"Double Dove White - Arched Valance - 36""W x 6""H x 3/4""D"
VA42,42,6,0.75,,LOVE_MILESTONE,"Double Dove White - Arched Valance - 42""W x 6""H x 3/4""D"
VA48,48,6,0.75,,LOVE_MILESTONE,"Double Dove White - Arched Valance - 48""W x 6""H x 3/4""D"
TKC,96,4.5,0.125,TOE_KICK,LOVE_MILESTONE,"Double Dove White - Toe Kick 8' Plywood - 96""W x 4 1/2""H x 1/8""D"
SB15MINI,12,24,1.5,BASE,LOVE_MILESTONE,"Double Dove White - Base Cabinet Front Face Sample -12""W x 24""H x 1-1/2""D"
SD,11,15,,SAMPLE_DOOR,LOVE_MILESTONE,"Double Dove White - Sample Door - 11""W x 15""H"
SGH30,30,1.5,12,,LOVE_MILESTONE,"Double Dove White - Stem Wine Glass Holder - 30""W x 1 1/2""H x 12""D"
VKD36,36,7,21,,LOVE_MILESTONE,"Double Dove White - Knee Drawer - 36""W x 7""H x 21""D"
BT09,9,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Tray - 9""W X 24""D X 34-1/2""H With 1 Door"
B12,12,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet Single Door-12""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf"
B15,15,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet Single Door-15""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf"
B18,18,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet Single Door -18""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf"
B21,21,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet Single Door - 21""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf"
B24,24,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet Double Door - 24""W X 24""D X 34-1/2""H With 2 Door, 1 Drawer And Shelf"
B27,27,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet Double Door - 27""W X 24""D X 34-1/2""H With 2 Door, 1 Drawer And Shelf"
B30,30,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet Double Door - 30""W X 24""D X 34-1/2""H With 2 Door, 2 Drawer And 1 Shelf"
B33,33,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet Double Door - 33""W X 24""D X 34-1/2""H With 2 Door, 2 Drawer And 1 Shelf"
B36,36,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet Double Door - 36""W X 24""D X 34-1/2""H With 2 Door, 2 Drawer And 1 Shelf"
B42,42,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet Double Door - 42""W X 24""D X 34-1/2""H With 2 Door, 2 Drawer And 1 Shelf"
BFH12,12,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet - Full Height Door-12""W x 34-1/2""H x 24""D - 1D, 1S"
BFH15,15,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet - Full Height Door-15""W x 34-1/2""H x 24""D - 1D, 1S"
BFH18,18,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet - Full Height Door-18""W x 34-1/2""H x 24""D - 1D, 1S"
BFH21,21,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet - Full Height Door-21""W x 34-1/2""H x 24""D - 1D, 1S"
BFH24,24,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet - Full Height Door-24""W x 34-1/2""H x 24""D - 2D, 1S"
BFH27,27,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet - Full Height Door-27""W x 34-1/2""H x 24""D - 2D, 1S"
BFH30,30,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet - Full Height Door-30""W x 34-1/2""H x 24""D - 2D, 1S"
BFH33,33,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet - Full Height Door-33""W x 34-1/2""H x 24""D - 2D, 1S"
BFH36,36,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Cabinet - Full Height Door-36""W x 34-1/2""H x 24""D - 2D, 1S"
2DB24,24,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Drawer Base Cabinet - 24""W x 34-1/2""H x 24""D - 2DRW"
2DB30,30,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Drawer Base Cabinet - 30""W x 34-1/2""H x 24""D - 2DRW"
2DB36,36,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Drawer Base Cabinet - 36""W x 34-1/2""H x 24""D - 2DRW"
3DB12,12,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Drawer Base Cabinet - 12""W X 24""D X 34-1/2""H With 3 Drawer"
3DB15,15,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Drawer Base Cabinet - 15""W X 24""D X 34-1/2""H With 3 Drawer"
3DB18,18,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Drawer Base Cabinet - 18""W X 24""D X 34-1/2""H With 3 Drawer"
3DB21,21,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Drawer Base Cabinet - 21""W X 24""D X 34-1/2""H With 3 Drawer"
3DB24,24,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Drawer Base Cabinet - 24""W X 24""D X 34-1/2""H With 3 Drawer"
3DB27,27,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Drawer Base Cabinet - 27""W x 34-1/2""H x 24""D - 3DRW"
3DB30,30,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Drawer Base Cabinet - 30""W X 24""D X 34-1/2""H With 3 Drawer"
3DB33,33,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Drawer Base Cabinet - 33""W x 34-1/2""H x 24""D - 3DRW"
3DB36,36,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Drawer Base Cabinet - 36""W X 24""D X 34-1/2""H With 3 Drawer"
SB27,27,34.5,24,SINK_BASE,LOVE_MILESTONE,"Charleston White - Sink Base - 27""W X 24""D X 34-1/2""H With 2 Door And 1 Dummy Drawers"
SB30,30,34.5,24,SINK_BASE,LOVE_MILESTONE,"Charleston White - Sink Base - 30""W X 24""D X 34-1/2""H With 2 Door And 2 Dummy Drawers"
SB33,33,34.5,24,SINK_BASE,LOVE_MILESTONE,"Charleston White - Sink Base - 33""W X 24""D X 34-1/2""H With 2 Door And 2 Dummy Drawers"
SB36,36,34.5,24,SINK_BASE,LOVE_MILESTONE,"Charleston White - Sink Base - 36""W X 24""D X 34-1/2""H With 2 Door And 2 Dummy Drawers"
SB42,42,34.5,24,SINK_BASE,LOVE_MILESTONE,"Charleston White - Sink Base - 42""W x 34-1/2""H x 24""D - 2 False Drawers"
FSB36,36,34.5,24,SINK_BASE,LOVE_MILESTONE,"Charleston White - Farm Sink Base - 36""W X 24""D X 34-1/2""H With 2 Door"
CSB36,36,34.5,24,SINK_BASE,LOVE_MILESTONE,"Charleston White - Corner Sink Base Cabinet - 36""W X 24""D X 34-1/2""H With 1 Door And 1 Dummy Drawers"
DCSF42,26.25,30,0.75,SINK_BASE,LOVE_MILESTONE,"Charleston White - Corner Sink Base Front - 26 1/4""W X 30""H X 3/4""D - Goes With DCSF42"
BEC24,24,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Angle Base Cabinet - 24""W X 24""D X 34-1/2""H With 2 Door"
ERB33,33,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Easy Reach Base Cabinet - 33""W X 24""D X 34-1/2""H With 1 Door And Shelf"
ERB36,36,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Easy Reach Base Cabinet - 36""W X 24""D X 34-1/2""H With 1 Door And Shelf"
BBC36,33,34.5,24,BLIND_BASE,LOVE_MILESTONE,"Charleston White - Blind Base Corner Cabinet - 33""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf - Install Range 36"" - 39"""
BBC39,36,34.5,24,BLIND_BASE,LOVE_MILESTONE,"Charleston White - Blind Base Corner Cabinet - 36""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf - Install Range 39"" - 42"""
BBC42,39,34.5,24,BLIND_BASE,LOVE_MILESTONE,"Charleston White - Blind Base Corner Cabinet - 39""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf - Install Range 42"" - 45"""
BES12,12,34.5,24,BASE_END,LOVE_MILESTONE,"Charleston White - Base End Shelf - 12""W X 24""D X 34-1/2""H"
SPB6,6,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Spice Pull Base Cabinet - 6""W X 34-1/2""H X 24""D"
SPB9,9,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Spice Pull Base Cabinet - 9""W X 34-1/2""H X 24""D"
BSDC6,6,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Spice Drawer: 6""W X 24""D X 34-1/2""H- 5 Drawers"
MB30,30,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Microwave Base Cabinet - 30""W X 34-1/2""H X 24""D"
MB33,33,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Microwave Base Cabinet - 33""W X 34-1/2""H X 24""D"
BWB18,18,34.5,24,BASE,LOVE_MILESTONE,"Charleston White - Base Waste Basket Cabinet - 18""W X 34-1/2""H X 24""D"
DFB18,18,29.5,21,BASE,LOVE_MILESTONE,"Charleston White - Document File Base Cabinet - 18""W X 21""D X 29-1/2""H - Top Drawer: 6-1/4""H Bottom Drawer: 17-1/2""H"
W0930,9,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 9""W X 30""H X 12""D With 1 Door And 2 Shelf"
W1230,12,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 12""W X 30""H X 12""D With 1 Door And 2 Shelf"
W1530,15,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 15""W X 30""H X 12""D With 1 Door And 2 Shelf"
W1830,18,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 18""W X 30""H X 12""D With 1 Door And 2 Shelf"
W2130,21,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 21""W X 30""H X 12""D With 1 Door And 2 Shelf"
W2430,24,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 24""W X 30""H X 12""D With 2 Door And 2 Shelf"
W2730,27,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 27""W X 30""H X 12""D With 2 Door And 2 Shelf"
W3030,30,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 30""W X 30""H X 12""D With 2 Door And 2 Shelf"
W3330,33,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 33""W X 30""H X 12""D With 2 Door And 2 Shelf"
W3630,36,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 36""W X 30""H X 12""D With 2 Door And 2 Shelf"
W3930,39,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 39""W X 30""H X 12""D With 2 Door And 2 Shelf"
W0936,9,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 9""W X 36""H X 12""D With 1 Door And 2 Shelf"
W1236,12,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 12""W X 36""H X 12""D With 1 Door And 2 Shelf"
W1536,15,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 15""W X 36""H X 12""D With 1 Door And 2 Shelf"
W1836,18,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 18""W X 36""H X 12""D With 1 Door And 2 Shelf"
W2136,21,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 21""W X 36""H X 12""D With 1 Door And 2 Shelf"
W2436,24,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 24""W X 36""H X 12""D With 2 Door And 2 Shelf"
W2736,27,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 27""W X 36""H X 12""D With 2 Door And 2 Shelf"
W3036,30,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 30""W X 36""H X 12""D With 2 Door And 2 Shelf"
W3336,33,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 33""W X 36""H X 12""D With 2 Door And 2 Shelf"
W3636,36,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 36""W X 36""H X 12""D With 2 Door And 2 Shelf"
W0942,9,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 9""W X 42""H X 12""D With 1 Door And 3 Shelf"
W1242,12,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 12""W X 42""H X 12""D With 1 Door And 3 Shelf"
W1542,15,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 15""W X 42""H X 12""D With 1 Door And 3 Shelf"
W1842,18,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 18""W X 42""H X 12""D With 1 Door And 3 Shelf"
W2142,21,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Single Door - 21""W X 42""H X 12""D With 1 Door And 3 Shelf"
W2442,24,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 24""W X 42""H X 12""D With 2 Door And 3 Shelf"
W2742,27,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 27""W X 42""H X 12""D With 2 Door And 3 Shelf"
W3042,30,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 30""W X 42""H X 12""D With 2 Door And 3 Shelf"
W3342,33,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 33""W X 42""H X 12""D With 2 Door And 3 Shelf"
W3642,36,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 36""W X 42""H X 12""D With 2 Door And 3 Shelf"
W3012,30,12,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 30""W X 12""H X 12""D With 2 Door"
W3312,33,12,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 33""W X 12""H X 12""D With 2 Door"
W3612,36,12,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 36""W X 12""H X 12""D With 2 Door"
W3015,30,15,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 30""W X 15""H X 12""D With 2 Door"
W3315,33,15,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 33""W X 15""H X 12""D With 2 Door"
W3615,36,15,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 36""W X 15""H X 12""D With 2 Door"
W2418,24,18,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 24""W X 18""H X 12""D With 2 Door"
W3018,30,18,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 30""W X 18""H X 12""D With 2 Door"
W3318,33,18,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 33""W X 18""H X 12""D With 2 Door"
W3618,36,18,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 36""W X 18""H X 12""D With 2 Door"
W3024,30,24,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 30""W X 24""H X 12""D With 2 Door"
W3324,33,24,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 33""W X 24""H X 12""D With 2 Door"
W3624,36,24,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Cabinet Double Door - 36""W X 24""H X 12""D With 2 Door"
W1530GD,15,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Glass Door Cabinet With Finished Interior - 15""W X 30""H X 12""D-1D-2S *Clear Glass Included"
W1830GD,18,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Glass Door Cabinet With Finished Interior - 18""W X 30""H X 12""D-1D-2S *Clear Glass Included"
W1536GD,15,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Glass Door Cabinet With Finished Interior - 15""W X 36""H X 12""D-1D-2S *Clear Glass Included"
W1836GD,18,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Glass Door Cabinet With Finished Interior - 18""W X 36""H X 12""D-1D-2S *Clear Glass Included"
W3018GD,30,18,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Double Glass door - 30""W X 18""H X 12""D *Clear Glass Included"
W1542GD,15,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Glass Door Cabinet With Finished Interior - 15""W X 42""H X 12""D-1D-3S *Clear Glass Included"
W1842GD,18,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Glass Door Cabinet With Finished Interior - 18""W X 42""H X 12""D-1D-3S *Clear Glass Included"
W2430GD,24,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Double Glass door - 24""W X 30""H X 12""D-2D-2S *Clear Glass Included"
W3030GD,30,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Double Glass door - 30""W X 30""H X 12""D-2D-2S *Clear Glass Included"
W2436GD,24,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Double Glass door - 24""W X 36""H X 12""D-2D-2S *Clear Glass Included"
W3036GD,30,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Double Glass door - 30""W X 36""H X 12""D-2D-2S *Clear Glass Included"
W2442GD,24,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Double Glass door - 24""W X 42""H X 12""D-2D-3S *Clear Glass Included"
W3042GD,30,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Double Glass door - 30""W X 42""H X 12""D-2D-3S *Clear Glass Included"
W1212GD,12,12,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Single Glass door - 12""W X 12""H X 12""D *Clear Glass Included"
W1512GD,15,12,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Single Glass door - 15""W X 12""H X 12""D *Clear Glass Included"
W1812GD,18,12,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Single Glass door - 18""W X 12""H X 12""D *Clear Glass Included"
