canonical_sku,w,h,d,keyword,source,raw_desc
W2112GD,21,12,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Single Glass door - 21""W X 12""H X 12""D *Clear Glass Included"
W2412GD,24,12,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Double Glass door - 24""W X 12""H X 12""D *Clear Glass Included"
W2712GD,27,12,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Double Glass door - 27""W X 12""H X 12""D *Clear Glass Included"
W3012GD,30,12,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Double Glass door - 30""W X 12""H X 12""D *Clear Glass Included"
W3312GD,33,12,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Double Glass door - 33""W X 12""H X 12""D *Clear Glass Included"
W3612GD,36,12,12,WALL,LOVE_MILESTONE,"Charleston White - Wall cabinet Double Glass door - 36""W X 12""H X 12""D *Clear Glass Included"
W301224,30,12,24,WALL,LOVE_MILESTONE,"Charleston White - Refrigerator Wall Cabinet Double Doors - 30""W X 12""H X 24""D With 2 Door"
W301524,30,15,24,WALL,LOVE_MILESTONE,"Charleston White - Refrigerator Wall Cabinet Double Doors - 30""W X 15""H X 24""D With 2 Door"
W301824,30,18,24,WALL,LOVE_MILESTONE,"Charleston White - Refrigerator Wall Cabinet Double Doors - 30""W X 18""H X 24""D With 2 Door"
W331224,33,12,24,WALL,LOVE_MILESTONE,"Charleston White - Refrigerator Wall Cabinet Double Doors - 33""W X 12""H X 24""D With 2 Door"
W331524,33,15,24,WALL,LOVE_MILESTONE,"Charleston White - Refrigerator Wall Cabinet Double Doors - 33""W X 15""H X 24""D With 2 Door"
W331824,33,18,24,WALL,LOVE_MILESTONE,"Charleston White - Refrigerator Wall Cabinet Double Doors - 33""W X 18""H X 24""D With 2 Door"
W361224,36,12,24,WALL,LOVE_MILESTONE,"Charleston White - Refrigerator Wall Cabinet Double Doors - 36""W X 12""H X 24""D With 2 Door"
W361524,36,15,24,WALL,LOVE_MILESTONE,"Charleston White - Refrigerator Wall Cabinet Double Doors - 36""W X 15""H X 24""D With 2 Door"
W361824,36,18,24,WALL,LOVE_MILESTONE,"Charleston White - Refrigerator Wall Cabinet Double Doors - 36""W X 18""H X 24""D With 2 Door"
W302424,30,24,24,WALL,LOVE_MILESTONE,"Charleston White - Refrigerator Wall Cabinet Double Doors - 30""W X 24""H X 24""D With 2 Door"
W332424,33,24,24,WALL,LOVE_MILESTONE,"Charleston White - Refrigerator Wall Cabinet Double Doors - 33""W X 24""H X 24""D With 2 Door"
W362424,36,24,24,WALL,LOVE_MILESTONE,"Charleston White - Refrigerator Wall Cabinet Double Doors - 36""W X 24""H X 24""D With 2 Door"
WER2430,24,30,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Easy Reach Corner Cabinet - 24"" W X 30"" H X 12"" D - 2D - 2S"
WER2436,24,36,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Easy Reach Corner Cabinet - 24"" W X 36"" H X 12"" D - 2D - 2S"
WER2442,24,42,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Easy Reach Corner Cabinet - 24"" W X 42"" H X 12"" D - 2D - 2S"
WBC2430,24,30,12,WALL_BLIND_CORNER,LOVE_MILESTONE,"Charleston White - Wall Blind Corner Cabinet - 24""W X 30""H X 12""D With 1 Door And 2 Shelf"
WBC2730,27,30,12,WALL_BLIND_CORNER,LOVE_MILESTONE,"Charleston White - Wall Blind Corner Cabinet - 27""W X 30""H X 12""D With 1 Door And 2 Shelf"
WBC3630,36,30,12,WALL_BLIND_CORNER,LOVE_MILESTONE,"Charleston White - Wall Blind Corner Cabinet - 36""W x 30""H x 12""D - 1D -2SCan be pulled to exact fit"
WBC2736,27,36,12,WALL_BLIND_CORNER,LOVE_MILESTONE,"Charleston White - Wall Blind Corner Cabinet - 27""W X 36""H X 12""D With 1 Door And 2 Shelf"
WBC2442,24,42,12,WALL_BLIND_CORNER,LOVE_MILESTONE,"Charleston White - Wall Blind Corner Cabinet - 24""W X 42""H X 12""D With 1 Door And 3 Shelf"
WBC2742,27,42,12,WALL_BLIND_CORNER,LOVE_MILESTONE,"Charleston White - Wall Blind Corner Cabinet - 27""W X 42""H X 12""D With 1 Door And 3 Shelf"
WBC3642,36,42,12,WALL_BLIND_CORNER,LOVE_MILESTONE,"Charleston White - Wall Blind Corner Cabinet - 36""W X 42""H X 12""D With 1 Door And 3 Shelf"
WD1848,18,48,12,WALL,LOVE_MILESTONE,"Charleston White - Wall With Drawer Cabinet-18""W x 48""H x 12""D- 1D, 2 DRW -2S"
WD1854,18,54,12,WALL,LOVE_MILESTONE,"Charleston White - Wall With Drawer Cabinet-18""W x 54""H x 12""D- 1D, 2 DRW -2S"
WD1860,18,60,12,WALL,LOVE_MILESTONE,"Charleston White - Wall With Drawer Cabinet-18""W x 60""H x 12""D- 1D, 2 DRW -3S"
AW1230,12,30,12,WALL,LOVE_MILESTONE,"Charleston White - Angle Wall Cabinet - 12""W X 30""H X 12""D With 1 Door And 2 Shelf"
AW1236,12,36,12,WALL,LOVE_MILESTONE,"Charleston White - Angle Wall Cabinet - 12""W X 36""H X 12""D With 1 Door And 2 Shelf"
AW1242,12,42,12,WALL,LOVE_MILESTONE,"Charleston White - Angle Wall Cabinet - 12""W X 42""H X 12""D With 1 Door And 3 Shelf"
W421224,42,12,24,WALL,LOVE_MILESTONE,"Charleston White - Wall Refrigerator Cabinet - 42""W x 12""H x 24""D - 2D"
W421524,42,15,24,WALL,LOVE_MILESTONE,"Charleston White - Wall Refrigerator Cabinet - 42""W x 15""H x 24""D - 2D"
DCW2430,24,30,12,WALL_DIAGONAL_CORNER,LOVE_MILESTONE,"Charleston White - Wall Diagonal Corner Cabinet - 24""W X 30""H X 12""D With 1 Door And 2 Shelf"
DCW2436,24,36,12,WALL_DIAGONAL_CORNER,LOVE_MILESTONE,"Charleston White - Wall Diagonal Corner Cabinet - 24""W X 36""H X 12""D With 1 Door And 2 Shelf"
W421824,42,18,24,WALL,LOVE_MILESTONE,"Charleston White - Wall Refrigerator Cabinet - 42""W x 18""H x 24""D - 2D"
W422424,42,24,24,WALL,LOVE_MILESTONE,"Charleston White - Wall Refrigerator Cabinet - 42""W x 24""H x 24""D - 2D -1S"
DCW2442,24,42,12,WALL_DIAGONAL_CORNER,LOVE_MILESTONE,"Charleston White - Wall Diagonal Corner Cabinet - 24""W X 42""H X 12""D With 1 Door And 2 Shelf"
DCW2736,27,36,15,WALL_DIAGONAL_CORNER,LOVE_MILESTONE,"Charleston White - Wall Diagonal Corner Cabinet - 27""W X 36""H X 15""D With 1 Door And 2 Shelf"
DCW2742,27,42,15,WALL_DIAGONAL_CORNER,LOVE_MILESTONE,"Charleston White - Wall Diagonal Corner Cabinet - 27""W X 42""H X 15""D With 1 Door And 2 Shelf"
DCW2412GD,24,12,12,WALL,LOVE_MILESTONE,"Charleston White - Diagonal Corner Wall Glass Door - 24""W X 12""H X 12""D *Clear Glass Included"
DCW2712GD,27,12,15,WALL,LOVE_MILESTONE,"Charleston White - Diagonal Corner Wall Glass Door - 27""W X 12""H X 15""D *Clear Glass Included"
DCW2430GD,24,30,12,WALL,LOVE_MILESTONE,"Charleston White - Diagonal Corner Wall Glass Door - 24""W X 30""H X 12""D With 1 Door And 2 Shelf *Clear Glass Included"
DCW2436GD,24,36,12,WALL,LOVE_MILESTONE,"Charleston White - Diagonal Corner Wall Glass Door - 24""W X 36""H X 12""D With 1 Door And 2 Shelf *Clear Glass Included"
DCW2442GD,24,42,12,WALL,LOVE_MILESTONE,"Charleston White - Diagonal Corner Wall Glass Door - 24""W X 42""H X 12""D With 1 Door And 2 Shelf *Clear Glass Included"
MO3030,30,30,12,WALL,LOVE_MILESTONE,"Charleston White - Microwave Wall Cabinet - 30""W X 30""H X 12""D"
MO3036,30,36,12,WALL,LOVE_MILESTONE,"Charleston White - Microwave Wall Cabinet - 30""W X 36""H X 12""D"
MO3042,30,42,12,WALL,LOVE_MILESTONE,"Charleston White - Microwave Wall Cabinet - 30""W X 42""H X 12""D"
OE630,6,30,12,SHELF,LOVE_MILESTONE,"Charleston White - Open End Shelf - 6""W X 30""H X 12""D With 3 Shelf"
OE636,6,36,12,SHELF,LOVE_MILESTONE,"Charleston White - Open End Shelf - 6""W X 36""H X 12""D With 3 Shelf"
OE642,6,42,12,SHELF,LOVE_MILESTONE,"Charleston White - Open End Shelf - 6""W X 42""H X 12""D With 4 Shelf"
PR3015,30,15,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Plate Rack Cabinet - 30""W X 15""H X 12""D"
WRC3015,30,15,12,WALL_WINE_RACK,LOVE_MILESTONE,"Charleston White - Wall Wine Rack Cabinet - 30""W X 15""H X 12""D"
WRC3018,30,18,12,WALL_WINE_RACK,LOVE_MILESTONE,"Charleston White - Wall Wine Rack Cabinet - 30""W X 18""H X 12""D"
WRC2430,24,30,12,WALL_WINE_RACK,LOVE_MILESTONE,"Charleston White - Wall Wine Rack Cabinet - 24""W X 30""H X 12""D"
WSD630,30,6,12,WALL,LOVE_MILESTONE,"Charleston White - Wall Spice Drawer - 30""W X 6""H X 12""D"
U308424,30,84,24,PANTRY,LOVE_MILESTONE,"Charleston White - Utility Pantry - 30""W X 24""D X 84""H. Two Adjustable Top Shelves, Three Bottom Shelves. Note: Roll Out Shelf Kits Available."
U188424,18,84,24,PANTRY,LOVE_MILESTONE,"Charleston White - Utility Pantry - 18""W X 24""D X 84""H. Two Adjustable Top Shelves, Three Bottom Shelves. Note: Roll Out Shelf Kits Available."
U309024,30,90,24,PANTRY,LOVE_MILESTONE,"Charleston White - Utility Pantry - 30""W X 24""D X 90""H. Two Adjustable Top Shelves, Three Bottom Shelves. Note: Roll Out Shelf Kits Available."
U189024,18,90,24,PANTRY,LOVE_MILESTONE,"Charleston White - Utility Pantry - 18""W X 24""D X 90""H. Two Adjustable Top Shelves, Three Bottom Shelves. Note: Roll Out Shelf Kits Available."
U309624,30,96,24,PANTRY,LOVE_MILESTONE,"Charleston White - Utility Pantry - 30""W X 24""D X 96""H. Two Adjustable Top Shelves, Three Bottom Shelves. Note: Roll Out Shelf Kits Available."
U189624,18,96,24,PANTRY,LOVE_MILESTONE,"Charleston White - Utility Pantry - 18""W X 24""D X 96""H. Two Adjustable Top Shelves, Three Bottom Shelves. Note: Roll Out Shelf Kits Available."
U248424,24,84,24,PANTRY,LOVE_MILESTONE,"Charleston White - Utility Pantry - 24""W X 24""D X 84""H. Two Adjustable Top Shelves, Three Bottom Shelves. Note: Roll Out Shelf Kits Available."
U249024,24,90,24,PANTRY,LOVE_MILESTONE,"Charleston White - Utility Pantry - 24""W X 24""D X 90""H. Two Adjustable Top Shelves, Three Bottom Shelves. Note: Roll Out Shelf Kits Available."
U249624,24,96,24,PANTRY,LOVE_MILESTONE,"Charleston White - Utility Pantry - 24""W X 24""D X 96""H. Two Adjustable Top Shelves, Three Bottom Shelves. Note: Roll Out Shelf Kits Available."
O308424,30,84,24,PANTRY,LOVE_MILESTONE,"Charleston White - Oven Pantry - 30""W X 84""H X 24""D - Opening 24""W X 24-3/8""H. Two Door, One Large Open Shelf, Three Bottom Drawers. Note: Drawers May Be Removed To Accommodate Double Ovens."
RS18,17,3.25,21,,LOVE_MILESTONE,"RS18 - Rollout Tray - 17""W X 21""D X 3-1/4""H"
O309024,30,90,24,PANTRY,LOVE_MILESTONE,"Charleston White - Oven Pantry - 30""W X 90""H X 24""D - Opening 24""W X 24-3/8""H. Two Door, One Large Open Shelf, Three Bottom Drawers. Note: Drawers May Be Removed To Accommodate Double Ovens."
RS21,20,3.25,21,,LOVE_MILESTONE,"RS21 - Rollout Tray - 20""W X 21""D X 3-1/4""H"
O309624,30,96,24,PANTRY,LOVE_MILESTONE,"Charleston White - Oven Pantry - 30""W X 96""H X 24""D - Opening 24""W X 24-3/8""H. Two Door, One Large Open Shelf, Three Bottom Drawers. Note: Drawers May Be Removed To Accommodate Double Ovens."
RS24,23,3.25,21,,LOVE_MILESTONE,"RS24 - Rollout Tray - 23""W X 21""D X 3-1/4""H"
O338424,33,84,24,PANTRY,LOVE_MILESTONE,"Charleston White - Oven Pantry - 33""W X 84""H X 24""D - Opening 24""W X 24-3/8""H. Two Door, One Large Open Shelf, Three Bottom Drawers. Note: Drawers May Be Removed To Accommodate Double Ovens."
RS27,26,3.25,21,,LOVE_MILESTONE,"RS27 - Rollout Tray - 26""W X 21""D X 3-1/4""H"
O339024,33,90,24,PANTRY,LOVE_MILESTONE,"Charleston White - Oven Pantry - 33""W X 90""H X 24""D - Opening 24""W X 24-3/8""H. Two Door, One Large Open Shelf, Three Bottom Drawers. Note: Drawers May Be Removed To Accommodate Double Ovens."
RS30,29,3.25,21,,LOVE_MILESTONE,"RS30 - Rollout Tray - 29""W X 21""D X 3-1/4""H"
O339624,33,96,24,PANTRY,LOVE_MILESTONE,"Charleston White - Oven Pantry - 33""W X 96""H X 24""D - Opening 24""W X 24-3/8""H. Two Door, One Large Open Shelf, Three Bottom Drawers. Note: Drawers May Be Removed To Accommodate Double Ovens."
RS33,32,3.25,21,,LOVE_MILESTONE,"RS33 - Rollout Tray - 32""W X 21""D X 3-1/4""H"
FF396,3,96,,FILLER,LOVE_MILESTONE,"Charleston White - Fluted Tall Filler - 3""W X 96""H"
RS36,35,3.25,21,,LOVE_MILESTONE,"RS36 - Rollout Tray - 35""W X 21""D X 3-1/4""H"
F342,3,42,,WALL,LOVE_MILESTONE,"Charleston White - Wall Filler - 3""W X 42""H"
Wood Tray,,,,LAZY_SUSAN,LOVE_MILESTONE,Wood Tray. Add To ERB For Lazy Susan
F642,6,42,,WALL,LOVE_MILESTONE,"Charleston White - Wall Filler - 6""W X 42""H"
Chrome Tray 33,,,,LAZY_SUSAN,LOVE_MILESTONE,Chrome Tray 33. Add To ERB For Lazy Susan
F396,3,96,,FILLER,LOVE_MILESTONE,"Charleston White - Tall Filler - 3""W X 96""H"
Chrome Tray 36,,,,LAZY_SUSAN,LOVE_MILESTONE,Chrome Tray 36. Add To ERB For Lazy Susan
F696,6,96,,FILLER,LOVE_MILESTONE,"Charleston White - Tall Filler - 6""W X 96""H"
TKC,96,4.5,0.25,TOE_KICK,LOVE_MILESTONE,"Charleston White - Toe Kick 8' Plywood - 1/4""D X 4 1/2""H X 96""W"
BDEP,23.5,29,0.75,BASE,LOVE_MILESTONE,"Charleston White - Base Decorative Door Panel - 23-1/2""W X 29""H X 3/4""D"
WDEP30,12.75,29,0.75,WALL,LOVE_MILESTONE,"Charleston White - Wall Decorative Door Panel - 12-3/4""W X 29""H X 3/4""D"
WDEP36,12.75,35,0.75,WALL,LOVE_MILESTONE,"Charleston White - Wall Decorative Door Panel - 12-3/4""W X 35""H X 3/4""D"
WDEP42,12.75,41,0.75,WALL,LOVE_MILESTONE,"Charleston White - Wall Decorative Door Panel - 12-3/4""W X 41""H X 3/4""D"
TDEP2484,23.5,78.5,0.75,PANEL,LOVE_MILESTONE,"Charleston White - Tall Decorative Door Panel - 23-1/2""W X 78-1/2""H X 3/4""D"
TDEP2490,23.5,84.5,0.75,PANEL,LOVE_MILESTONE,"Charleston White - Tall Decorative Door Panel - 23-1/2""W X 84-1/2""H X 3/4""D"
TDEP2496,23.5,90.5,0.75,PANEL,LOVE_MILESTONE,"Charleston White - Tall Decorative Door Panel - 23-1/2""W X 90-1/2""H X 3/4""D"
REPV2496,1.5,96,24,REFRIGERATOR,LOVE_MILESTONE,"Charleston White - Refrigerator End Panel - 1-1/2""W X 96""H X 24""D Plywood With 1-1/2""W Filler"
REPV2796,1.5,96,27,REFRIGERATOR,LOVE_MILESTONE,"Charleston White - Refrigerator End Panel - 1-1/2""W X 96""H X 27""D Plywood With 1-1/2""W Filler"
DWR3,3,34.5,24,FILLER,LOVE_MILESTONE,"Charleston White - Dishwasher Return Panel - 3""W X 34-1/2""H X 24""D Plywood With 3""W Filler"
BSV,23.25,34.5,0.25,BASE,LOVE_MILESTONE,"Charleston White - Base Skin Panel - 1/4""D X 34 1/2""H X 23 1/4""W"
WSV42,15,42,0.25,WALL,LOVE_MILESTONE,"Charleston White - Wall Skin Panel - 1/4""D X 42""H X 15""W"
USV2496,23.25,96,0.25,SKIN_PANEL,LOVE_MILESTONE,"Charleston White - Tall Skin Panel - 1/4""D X 96""H X 23 1/4"" W"
FPV4296,42,96,0.25,PANEL,LOVE_MILESTONE,"Charleston White - Finished Plywood Panel - 42""W X 96""H X 1/4""D"
S2496,24,96,0.75,SHELF,LOVE_MILESTONE,"Charleston White - Shelf Board - 3/4""D X 96""H X 24""W"
COV,96,3.625,3.5,CROWN,LOVE_MILESTONE,"Charleston White - Cove Crown Moulding - 3 1/2""D X 3 5/8""H X 96""W"
CM8,96,1.875,2.125,CROWN,LOVE_MILESTONE,"Charleston White - Crown Moulding - 2-1/8""D X 1 7/8""H X 96""W"
ACM8,96,2.5,2.5,CROWN,LOVE_MILESTONE,"Charleston White - Angle Crown Moulding - 2 1/2""D X 2 1/2""H X 96""W"
ALRM8,96,,2,MOULDING,LOVE_MILESTONE,"Charleston White - Angle Light Rail Moulding - 2""D X 96""W"
LRM8,96,2.25,0.75,MOULDING,LOVE_MILESTONE,"Charleston White - Light Rail Moulding - 2 1/4""H X 3/4""D X 96""W"
OCM8,96,0.75,0.125,CORNER,LOVE_MILESTONE,"Charleston White - Outside Corner Moulding - 96""W X 3/4""H X 1/8""D"
ROPE,96,0.75,0.375,MOULDING,LOVE_MILESTONE,"Charleston White - Rope moulding - 3/8""D X 3/4""H X 96""W"
DMTIS,96,0.6875,0.375,MOULDING,LOVE_MILESTONE,"Charleston White - Dentil moulding - 3/8""D X 11/16""H X 96""W"
FBM,96,4.5,0.75,BASE,LOVE_MILESTONE,"Charleston White - Furniture Base Moulding - 3/4""D X 4-1/2""H X 96""W"
BCM8(DCM),96,3.53125,2.375,CROWN,LOVE_MILESTONE,"Charleston White - Decorative Crown Moulding - 2 3/8""D X 3 17/32""H X 96""W"
RCM4S(LCM),96,3.3125,2.5,CROWN,LOVE_MILESTONE,"Charleston White - Inset Crown Moulding - 2 1/2""D X 3-5/16""H X 96""W"
SHM,96,0.6875,0.6875,MOULDING,LOVE_MILESTONE,"Charleston White - Shoe Moulding - 11/16""D X 11/16""H X 96""W"
SM8(SCR),96,0.75,0.25,MOULDING,LOVE_MILESTONE,"Charleston White - Scribe Moulding - 1/4""D X 3/4""H X 96""W"
BAM,96,0.75,0.25,MOULDING,LOVE_MILESTONE,"Charleston White - Batten Moulding - 1/4""D X 3/4""H X 96""W"
CB9,3,9,9,,LOVE_MILESTONE,"Charleston White - Corbel - 3""W X 9""H X 9""D"
CBT,3.125,13.0625,5.875,,LOVE_MILESTONE,"Charleston White - Corbel - 3-1/8""W X 13-1/16""H X 5-7/8""D"
CLDL,3,34.5,3,,LOVE_MILESTONE,"Charleston White - Classic Decorative Leg - 3""W X 3""D X 34 1/2""H"
FLDL,3,34.5,3,,LOVE_MILESTONE,"Charleston White - Fluted Decorative Leg - 3""W X 3""D X 34 1/2""H"
VA30,30,6,0.75,,LOVE_MILESTONE,"Charleston White - Arched Valance - 3/4""D X 6""H X 30""W"
VA36,36,6,0.75,,LOVE_MILESTONE,"Charleston White - Arched Valance - 3/4""D X 6""H X 36""W"
VA42,42,6,0.75,,LOVE_MILESTONE,"Charleston White - Arched Valance - 3/4""D X 6""H X 42""W"
VA48,48,6,0.75,,LOVE_MILESTONE,"Charleston White - Arched Valance - 3/4""D X 6""H X 48""W"
SBF4242,42,,,CORNER,LOVE_MILESTONE,"Charleston White - Corner Sink Front Floor - 42""W - Goes With DCSF42"
SGH30,30,1.5,12,WALL,LOVE_MILESTONE,"Charleston White - Stem Wine Glass Holder - 30""W X 1-1/2""H X 12""D - Mounts under any 30""W Wall Cabinet."
VKD36,36,7,21,,LOVE_MILESTONE,"Charleston White - Knee Drawer - 36""W X 7""H X 21""D"
VDEP,20.5,29,,VANITY_BASE,LOVE_MILESTONE,"Charleston White - Vanity Base Decorative Door Panel - 20 1/2""W x 29""H"
FS24,24,2.0625,12,SHELF,LOVE_MILESTONE,"Charleston White - Floating Shelf-24""W x 2-1/16""H x 12""D"
FS30,30,2.0625,12,SHELF,LOVE_MILESTONE,"Charleston White - Floating Shelf-30""W x 2-1/16""H x 12""D"
FS36,36,2.0625,12,SHELF,LOVE_MILESTONE,"Charleston White - Floating Shelf-36""W x 2-1/16""H x 12""D"
SD,,,,,LOVE_MILESTONE,
TUK,,,,,LOVE_MILESTONE,Charlston White - Touch Up Kit
WSV30,15,30,0.25,WALL,LOVE_MILESTONE,"Charleston White - Wall Skin Panel - 15""W x 30""H x 1/4""D"
VS24,24,34.5,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Charleston White - Vanity Sink Base Cabinet - 24""W X 21""D X 34-1/2""H With 2 Door And 1 Dummy Drawer"
VS27,27,34.5,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Charleston White - Vanity Sink Base Cabinet - 27""W X 21""D X 34-1/2""H With 2 Door And 1 Dummy Drawer"
VS30,30,34.5,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Charleston White - Vanity Sink Base Cabinet - 30""W X 21""D X 34-1/2""H With 2 Door And 2 Dummy Drawer"
VS33,33,34.5,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Charleston White - Vanity Sink Base Cabinet - 33""W x 34 1/2""H x 21""D"
VS36,36,34.5,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Charleston White - Vanity Sink Base Cabinet - 36""W X 21""D X 34-1/2""H With 2 Door And 2 Dummy Drawer"
VSD36,36,34.5,21,VANITY,LOVE_MILESTONE,"Charleston White - Vanity Combo - 36""W X 21""D X 34-1/2""H With 2 Door, Drawer And 1 Dummy Drawer"
VSD42,42,34.5,21,VANITY,LOVE_MILESTONE,"Charleston White - Vanity Combo - 42""W X 21""D X 34-1/2""H With 2 Door, Drawer And 1 Dummy Drawer"
VSD48,48,34.5,21,VANITY,LOVE_MILESTONE,"Charleston White - Vanity Combo - 48""W X 21""D X 34-1/2""H With 2 Door, Drawer And 1 Dummy Drawer"
V3021DL,,34.5,,VANITY,LOVE_MILESTONE,"Charleston White - Vanity Combo - 30""Wx21""Dx34-1/2""H 1 door, 3 Drawers on Left"
V3021DR,,34.5,,VANITY,LOVE_MILESTONE,"Charleston White - Vanity Combo - 30""Wx21""Dx34-1/2""H 1 door, 3 Drawers on Right"
V3321DL,33,,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Charleston White - Vanity Sink Base - 33""W x 34 1/2"" x 21""D - 1D, 3 Left DRW"
V3321DR,33,,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Charleston White - Vanity Sink Base - 33""W x 34 1/2"" x 21""D - 1D, 3 Right DRW"
V3621DL,,34.5,,VANITY,LOVE_MILESTONE,"Charleston White - Vanity Combo - 36""Wx21""Dx34-1/2""H 2 door, 3 Drawers on Left"
V3621DR,,34.5,,VANITY,LOVE_MILESTONE,"Charleston White - Vanity Combo - 36""Wx21""Dx34-1/2""H 2 door, 3 Drawers on Right"
3VDB12,12,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Vanity Drawer Base - 12""W X 21""D X 34-1/2""H With 3 Drawer"
3VDB15,15,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Vanity Drawer Base - 15""W X 21""D X 34-1/2""H With 3 Drawer"
3VDB18,18,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Vanity Drawer Base - 18""W X 21""D X 34-1/2""H With 3 Drawer"
3VDB21,21,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Vanity Drawer Base Cabinet - 21""W x 34 1/2""H x 21""D - 3 DRW"
3VDB24,24,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Charleston White - Vanity Drawer Base Cabinet - 24""W x 34 1/2""H x 21""D - 3 DRW"
 AI,,,,,LOVE_MILESTONE,Waste bin
 W,36,22,0.25,WALL,LOVE_MILESTONE,"Shelf Board - Wall Cabinet 36""W x 22""H x 1/4D"
 B,48,10,0.875,BASE,LOVE_MILESTONE,"Shelf Board - Base Cabinet 48""W x 10""H x 7/8""D"
Interior,48,48,0.25,SKIN_PANEL,LOVE_MILESTONE,"Skin Panel - Natural finish with clear UV coating - 48""W x 48""H x 1/4""D"
B12,12,34.5,24,BASE,LOVE_MILESTONE,"High Gloss White - Base Cabinet - 12""W - 34 1/2""H X 24""D - 1 Door - 1 Drawer - 1 Shelf"
B15,15,34.5,24,BASE,LOVE_MILESTONE,"High Gloss White - Base Cabinet - 15""W - 34 1/2""H X 24""D - 1 Door - 1 Drawer - 1 Shelf"
B18,18,34.5,24,BASE,LOVE_MILESTONE,"High Gloss White - Base Cabinet - 18""W - 34 1/2""H X 24""D - 1 Door - 1 Drawer - 1 Shelf"
B21,21,34.5,24,BASE,LOVE_MILESTONE,"High Gloss White - Base Cabinet - 21""W - 34 1/2""H X 24""D - 1 Door - 1 Drawer - 1 Shelf"
B24,24,34.5,24,BASE,LOVE_MILESTONE,"High Gloss White - Base Cabinet - 24""W - 34 1/2""H X 24""D - 2 Doors - 1 Drawer - 1 Shelf"
B27,27,34.5,24,BASE,LOVE_MILESTONE,"High Gloss White - Base Cabinet - 27""W - 34 1/2""H X 24""D - 2 Doors - 1 Drawer - 1 Shelf"
B30,30,34.5,24,BASE,LOVE_MILESTONE,"High Gloss White - Base Cabinet - 30""W - 34 1/2""H X 24""D - 2 Doors - 2 Drawers - 1 Shelf"
B33,33,34.5,24,BASE,LOVE_MILESTONE,"High Gloss White - Base Cabinet - 33""W - 34 1/2""H X 24""D - 2 Doors - 2 Drawers - 1 Shelf"
B36,36,34.5,24,BASE,LOVE_MILESTONE,"High Gloss White - Base Cabinet - 36""W - 34 1/2""H X 24""D - 2 Doors - 2 Drawers - 1 Shelf"
B39,39,34.5,24,BASE,LOVE_MILESTONE,"High Gloss White - Base Cabinet - 39""W - 34 1/2""H X 24""D - 2 Doors - 2 Drawers - 1 Shelf"
B42,42,34.5,24,BASE,LOVE_MILESTONE,"High Gloss White - Base Cabinet - 42""W - 34 1/2""H X 24""D - 2 Doors - 2 Drawers - 1 Shelf"
SB27,27,34.5,24,SINK_BASE,LOVE_MILESTONE,"High Gloss White - Sink Base Cabinet - 27""W X 34 1/2""H X 24""D - 2 Doors - 1 False Drawer Faces"
SB30,30,34.5,24,SINK_BASE,LOVE_MILESTONE,"High Gloss White - Sink Base Cabinet - 30""W X 34 1/2""H X 24""D - 2 Doors - 2 False Drawer Faces"
SB33,33,34.5,24,SINK_BASE,LOVE_MILESTONE,"High Gloss White - Sink Base Cabinet - 33""W X 34 1/2""H X 24""D - 2 Doors - 2 False Drawer Faces"
SB36,36,34.5,24,SINK_BASE,LOVE_MILESTONE,"High Gloss White - Sink Base Cabinet - 36""W X 34 1/2""H X 24""D - 2 Doors - 2 False Drawer Faces"
SB42,42,34.5,24,SINK_BASE,LOVE_MILESTONE,"High Gloss White - Sink Base Cabinet - 42""W X 34 1/2""H X 24""D - 2 Doors - 2 False Drawer Faces"
FSB36,36,34.5,24,SINK_BASE,LOVE_MILESTONE,"High Gloss White - Farm Sink Base - 36""W X 34 1/2""H X 24""D - 2 Doors"
2DB24,24,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"High Gloss White - Drawer Base Cabinet - 24""W X 34 1/2""H X 24""D - 2 Drawers"
